ID,Name,Owner,Dine_Type,Mailing_Address,Billing_Address,Postal_Code,Phone_1,Phone_2,Email,Website,Business_Operation_Year,Business_Owner_Year,Number_Of_Staff_Before_Covid,Number_Of_Staff_During_Covid,Number_Of_Staff_During_Reopen,Total_Hours_Per_Week_Before_Covid,Total_Hours_Per_Week_During_Covid,Total_Hours_Per_Week_During_Reopen,Delivery,Curbside_Pickup,Dine_In_Service,Patio_Service,Cuisine,Offer_Alcohol,Price_Point_Target,Guest_Capacity,Business_Start_Hour,Business_End_Hour,Franchise,Own_Lease,Income_052019_102019,Income_052020_102020,Income_052021_102021,Profit_052019_102019,Profit_052020_102020,Profit_052021_102021,Customers_Weekly_Before_Covid,Customers_Weekly_During_Covid,Customers_Weekly_During_Reopen,Helpfulness
5433,STONE COTTAGE PUB,Lanny Jacobs,Restaurant,3750 KINGSTON RD,3750 KINGSTON RD,"NA",9281672594,6439624618,j@zi.cmx,"NA",1-5 years,1-5 years,11,1,27,19,0,4,Y,Y,Y,N,Indian,Y,Low-end,76,11,20,N,Lease,4595855,160525,4261935,20922,17145,35104,289,472,300,3
5434,STONE WELL PUB,Ellan Wolf,Restaurant,1423 KINGSTON RD,1423 KINGSTON RD,"NA",9739423256,6423515429,zrofbcux@mdlkvus.tgp,"NA",11-20 years,Under 1 year,23,19,7,27,6,13,Y,N,N,Y,Others,Y,Low-end,114,10,20,N,Lease,310927,568523,142767,20293,17632,19308,27,121,57,1
5435,STONE'S PLACE,Cliff Gleichner,Restaurant,1255 QUEEN ST W,1255 QUEEN ST W,"NA",3567824316,7292542673,bue@v.avp,"NA",1-5 years,1-5 years,22,25,27,8,38,38,Y,N,Y,N,Chinese,Y,Average,34,10,17,N,Lease,2648224,716651,1031751,12766,21886,19091,337,52,129,3
5436,STORM CROW MANOR,Meridith Haag,Restaurant,580 CHURCH ST,580 CHURCH ST,"NA",3242961467,9422817238,jea@spzmnoqjb.kic,"NA",Under 1 year,Over 20 years,9,25,13,17,4,38,Y,N,Y,N,Greek,N,Average,98,11,21,N,Own,150593,591135,3122033,17168,6235,16898,421,188,316,4
5437,STOUT IRISH PUB,Porfirio Veum,Restaurant,221 CARLTON ST,221 CARLTON ST,"NA",9876482758,1366916532,bupnidw@vmhu.zwf,"NA",Over 20 years,1-5 years,21,13,6,16,7,2,N,N,Y,N,Italian,Y,Low-end,17,9,22,Y,Lease,4011508,365392,4272847,3120,8738,12483,7,47,204,3
5438,STRANGE LOVE COFFEE,Tanesha Hegmann,Restaurant,101 SPADINA AVE,101 SPADINA AVE,"NA",4294376791,5891458296,hsabx@ucmhle.bqx,"NA",1-5 years,Under 1 year,29,26,25,21,21,37,Y,Y,N,N,Thai,N,Average,43,12,20,N,Lease,49429,182327,4732553,15528,15080,19421,161,135,297,3
5439,STRATENGERS,Angelica Lind,Restaurant,1130 QUEEN ST E,1130 QUEEN ST E,"NA",7386896875,1851864139,frcpbsgo@zpsui.evz,"NA",1-5 years,6-10 years,17,8,26,36,16,26,Y,N,Y,N,Vietnamese,N,Average,98,9,19,N,Lease,1345388,187308,2036528,39920,24481,8981,99,136,3,2
5440,STRATUS,Steven Ward,Restaurant,"79 WELLINGTON ST W, FL36","79 WELLINGTON ST W, FL36","NA",6393452184,7837921234,svogjxhbp@g.jvx,"NA",11-20 years,1-5 years,15,10,12,11,25,7,Y,N,N,N,Vietnamese,N,Low-end,130,12,21,N,Own,590623,387180,3308448,9692,22625,1537,1,72,236,2
5441,STRAY,Roman Kihn,Restaurant,532 COLLEGE ST,532 COLLEGE ST,"NA",4722796519,6211532769,led@z.umo,"NA",1-5 years,11-20 years,26,18,4,32,6,24,Y,N,N,N,Italian,N,High-end,10,11,19,Y,Lease,461697,468828,54343,35278,10349,27550,289,360,310,1
5442,SU & SHI,Gus Spencer,Restaurant,"3401 DUFFERIN ST, Unit-R02","3401 DUFFERIN ST, Unit-R02","NA",5818722789,1863653627,oxkejad@tjd.tdm,"NA",Under 1 year,6-10 years,18,25,24,24,37,9,Y,Y,Y,N,Chinese,Y,Low-end,121,12,20,N,"Lease, want to purchase",4587973,664407,1685354,27825,11908,19383,418,139,220,3
5443,SU&BU,Maia Yost,Restaurant,295 ADELAIDE ST W,295 ADELAIDE ST W,"NA",9379644562,1495964768,dxblftaygp@vsfmqyij.ebv,"NA",Under 1 year,Over 20 years,12,23,11,23,37,39,Y,Y,N,N,American,N,Average,135,12,17,Y,Lease,2127777,63531,4102164,30451,2200,31800,376,435,161,4
5444,SU-GOOD CHINESE RESTAURANT,Carri Schmeler,Restaurant,2626 DANFORTH AVE,2626 DANFORTH AVE,"NA",1859214216,3941381746,zrvxwy@qlhmsycti.yax,"NA",Under 1 year,Over 20 years,27,29,18,28,18,37,Y,Y,N,N,Greek,N,Low-end,76,12,18,N,Own,3723079,388177,3581175,11323,13507,5303,196,164,426,4
5445,SUBMARINE,Roberto Windler,Restaurant,239 BROADVIEW AVE,239 BROADVIEW AVE,"NA",8352679174,7586213961,nwtlhke@kwp.kqi,"NA",1-5 years,6-10 years,8,14,26,14,38,3,N,Y,Y,N,Others,Y,Average,128,9,18,Y,Lease,4225462,524516,3182992,35353,12585,25138,1,376,403,4
5446,SUBTEXT COFFEE ROASTERS,Brittny Mann,Restaurant,"130 CAWTHRA AVE, 104","130 CAWTHRA AVE, 104","NA",6891937386,1255281539,mx@ugy.asq,"NA",6-10 years,11-20 years,9,5,3,13,26,2,Y,Y,Y,N,Mexican,N,Low-end,100,11,17,Y,Own,495208,682809,3976945,20679,13864,37118,387,94,152,4
5447,SUBWAY,Freddy Langosh,Restaurant,20 RICHMOND ST E,20 RICHMOND ST E,"NA",5631633874,1897291528,xijdsqwecg@btndqxk.wlv,"NA",11-20 years,Under 1 year,25,1,4,15,19,23,Y,Y,Y,Y,Mexican,N,Average,124,12,19,N,Own,4687452,429660,2129734,14076,10857,12488,7,70,426,4
5448,SUBWAY,Fernande Heathcote,Restaurant,"45 CARLTON ST, Unit-7","45 CARLTON ST, Unit-7","NA",8591753796,4863172956,oxsek@auzkdyqv.lso,"NA",Over 20 years,Over 20 years,18,24,5,23,17,23,Y,N,Y,N,Greek,N,Average,58,11,22,Y,Own,2454151,562707,420432,34723,18573,735,0,102,34,1
5449,SUBWAY,Harvey Nolan,Restaurant,"800 WARDEN AVE, Unit-826","800 WARDEN AVE, Unit-826","NA",1957817693,2595218631,beixylh@tfjrnxboi.hiw,"NA",11-20 years,1-5 years,20,7,7,39,15,2,N,Y,Y,N,Indian,N,Low-end,22,12,21,N,Own,3013157,509793,4832320,5713,7590,18386,355,454,11,1
5450,SUBWAY,Amanda Predovic,Restaurant,67 RICHMOND ST W,67 RICHMOND ST W,"NA",6231269162,6477634762,aeouzflx@gfpk.fqk,"NA",6-10 years,1-5 years,21,29,22,26,26,26,Y,N,Y,N,Japanese,N,Average,145,10,18,Y,"Lease, want to purchase",4591081,516303,3685577,22854,2591,35526,474,97,409,4
5451,SUBWAY,Charlie Feil,Restaurant,1961 FINCH AVE W,1961 FINCH AVE W,"NA",1738924236,1576741834,gmndevzybl@giovkndet.ybd,"NA",Under 1 year,1-5 years,6,4,28,34,21,35,Y,Y,Y,N,Japanese,Y,Low-end,22,11,21,N,Own,4723837,105327,2294875,29218,21696,33904,351,318,383,4
5452,SUBWAY,Camille Schumm,Restaurant,1717 BLOOR ST W,1717 BLOOR ST W,"NA",5139789362,2613816135,pvkcz@ulzjmoic.igr,"NA",6-10 years,11-20 years,24,1,20,18,10,8,Y,Y,Y,N,Mexican,N,High-end,84,9,20,Y,Lease,2491566,61120,2183581,32044,5165,37823,439,335,461,2
5453,SUBWAY,Ian Olson,Restaurant,232 DANFORTH AVE,232 DANFORTH AVE,"NA",6959436814,8478572783,qauygvlpx@dznbimxpfg.pou,"NA",Over 20 years,Over 20 years,15,29,10,28,14,34,Y,Y,Y,N,Vietnamese,N,Average,50,9,22,N,Lease,4020863,667475,2745231,33504,10939,5794,44,49,472,3
5454,SUBWAY,Burl Bode,Restaurant,1910 YONGE ST,1910 YONGE ST,"NA",2843959435,7483216173,w@mirjyb.ias,"NA",1-5 years,11-20 years,11,9,25,10,34,8,Y,N,N,N,Thai,N,Low-end,110,10,18,N,Lease,1622013,418856,2456135,6916,11974,6078,339,121,413,3
5455,SUBWAY,Andrew Frami,Restaurant,393 FRONT ST W,393 FRONT ST W,"NA",2458237258,2743842967,mtbkvdhafe@advslocfzy.bsg,"NA",11-20 years,Over 20 years,7,23,12,37,12,28,Y,N,Y,N,Greek,Y,High-end,129,9,22,Y,Own,3319951,262844,4202042,7944,24901,37909,208,72,281,3
5456,SUBWAY,Joette Cartwright,Restaurant,562 KIPLING AVE,562 KIPLING AVE,"NA",2891456948,8971965736,fz@acrpuw.yuc,"NA",6-10 years,Under 1 year,17,28,11,16,20,16,Y,N,N,N,Greek,Y,Average,56,9,22,N,Own,2330230,794587,2105133,39611,13088,26043,208,469,126,3
5457,SUBWAY,Vania Upton,Restaurant,785 STEELES AVE W,785 STEELES AVE W,"NA",6539648514,1861721398,coxrjilmpg@fpzobdji.jyc,"NA",Under 1 year,6-10 years,15,22,7,36,39,6,Y,Y,N,N,Mediterranean,Y,High-end,106,9,20,N,Lease,4678754,401983,4492671,11161,21874,9536,449,394,488,1
5458,SUBWAY,Tonette Hilpert,Restaurant,656 SPADINA AVE,656 SPADINA AVE,"NA",5265987516,5183476739,ehcpizvmbs@z.syb,"NA",Under 1 year,11-20 years,20,13,22,27,26,25,Y,N,N,N,Korean,N,Low-end,53,12,18,Y,Lease,2136872,159149,3876454,13773,2204,33575,448,226,320,2
5459,SUBWAY,Josefine Grant,Restaurant,"1095 ELLESMERE RD, Unit-2","1095 ELLESMERE RD, Unit-2","NA",6323952364,8329841867,r@zdmghpow.yts,"NA",Under 1 year,11-20 years,15,8,22,37,8,36,Y,Y,Y,N,Thai,Y,Low-end,110,9,22,N,Lease,323457,845308,3169574,34070,16530,27538,405,264,56,3
5460,SUBWAY,Kip Turcotte,Restaurant,"3585 LAWRENCE AVE E, Unit-5","3585 LAWRENCE AVE E, Unit-5","NA",1437141892,4586921793,rnwlapzg@fj.rqw,"NA",6-10 years,Over 20 years,7,17,23,15,9,31,Y,N,N,N,Mexican,N,High-end,77,10,22,Y,Own,4490838,666125,92453,37584,261,1917,450,449,121,2
5461,SUBWAY,Sydney Morar,Restaurant,3180 LAKE SHORE BLVD W,3180 LAKE SHORE BLVD W,"NA",4169143762,3781944381,rh@oqknrgzihd.szj,"NA",1-5 years,1-5 years,24,13,15,10,16,4,Y,N,Y,N,Mexican,N,High-end,78,10,21,N,Lease,4479560,999838,3190145,31997,3409,21388,490,430,146,2
5462,SUBWAY,Hubert Moen,Restaurant,228 QUEENS QUAY W,228 QUEENS QUAY W,"NA",6935382348,4958653714,nvzjsfok@dshg.sdm,"NA",Under 1 year,Over 20 years,18,5,15,20,17,4,Y,Y,Y,N,Greek,N,Low-end,52,9,19,Y,Own,4673750,226273,3471554,3397,17801,3742,212,258,135,1
5463,SUBWAY,Vikki Ward,Restaurant,"1060 KENNEDY RD, Unit-3","1060 KENNEDY RD, Unit-3","NA",1792149514,7256791732,s@xflkpis.phl,"NA",1-5 years,Over 20 years,24,11,1,13,38,12,Y,Y,Y,N,Vietnamese,Y,Average,67,9,19,N,Own,4224064,943377,2017718,6053,4143,33474,457,208,69,2
5464,SUBWAY,Gaston Lemke,Restaurant,1620 BIRCHMOUNT RD,1620 BIRCHMOUNT RD,"NA",6173454729,4325914683,jiu@e.oen,"NA",1-5 years,1-5 years,29,2,15,18,29,7,Y,Y,Y,Y,Mediterranean,N,Low-end,40,12,19,N,Own,4547511,9420,3850335,564,9268,838,378,311,449,1
5465,SUBWAY,Wynell Nicolas,Restaurant,"507 ST CLAIR AVE W, Unit-1","507 ST CLAIR AVE W, Unit-1","NA",7343284289,1392764792,zbtia@zsm.vly,"NA",11-20 years,6-10 years,11,3,23,19,11,9,Y,Y,Y,N,Others,Y,High-end,138,12,18,N,Own,2168732,721945,588276,7884,16853,37514,382,178,135,2
5466,SUBWAY,Ena Farrell,Restaurant,2229 QUEEN ST E,2229 QUEEN ST E,"NA",5349275738,6412494269,cvgpnjw@fp.ruf,"NA",Over 20 years,Over 20 years,5,15,10,29,18,33,Y,Y,Y,N,Mexican,Y,Average,134,9,18,Y,Lease,2974215,338306,3474823,8494,23073,26435,382,410,262,3
5467,SUBWAY,Chassidy Hyatt,Restaurant,"91 GUILDWOOD PKWY, Unit-1","91 GUILDWOOD PKWY, Unit-1","NA",7398944286,2811957294,ejmwoc@r.xus,"NA",6-10 years,6-10 years,19,26,19,33,26,38,Y,N,Y,N,Italian,N,Average,99,9,19,N,Own,829930,27441,3772153,595,23290,33593,16,183,216,4
5468,SUBWAY,Dion Oberbrunner,Restaurant,"105 PARKWAY FOREST DR, Unit-102","105 PARKWAY FOREST DR, Unit-102","NA",3824178615,9376575713,oxcavdey@xyful.nyo,"NA",11-20 years,6-10 years,17,10,2,27,20,10,Y,N,N,N,Mexican,N,High-end,19,11,19,Y,Lease,571525,208653,1494235,8834,3191,26082,428,221,184,1
5469,SUBWAY,Keli Leuschke,Restaurant,727 QUEEN ST E,727 QUEEN ST E,"NA",5144356941,5322598954,vu@hrfjkso.kfs,"NA",1-5 years,1-5 years,26,28,26,25,32,11,Y,N,Y,N,Greek,N,Average,144,9,21,Y,Lease,1041238,911442,3233894,34027,7173,5679,250,360,324,3
5470,SUBWAY,Janice Lueilwitz,Restaurant,731 BLOOR ST W,731 BLOOR ST W,"NA",9137427253,1525378132,coxbgfa@nztfh.kqb,"NA",11-20 years,1-5 years,9,17,19,31,12,15,Y,Y,N,N,Thai,Y,Average,143,12,21,N,Own,3293423,731046,2169520,27424,16105,16027,478,412,248,3
5471,SUBWAY,Deandra DuBuque,Restaurant,"900 PROGRESS AVE, Unit-2","900 PROGRESS AVE, Unit-2","NA",9271537251,2791456132,pkhgot@tgjwzsaf.tjd,"NA",1-5 years,1-5 years,21,20,19,39,31,6,Y,Y,N,N,Vietnamese,N,Low-end,104,11,18,Y,Lease,4848495,930673,2996561,15104,12416,39215,172,19,434,1
5472,SUBWAY,Leroy Aufderhar,Restaurant,4545 KINGSTON RD,4545 KINGSTON RD,"NA",3416391958,8976488517,bxrfak@ke.zbv,"NA",6-10 years,6-10 years,24,1,5,29,38,24,Y,Y,Y,N,Korean,Y,Average,122,10,19,Y,"Lease, want to purchase",4609111,714480,3170386,32702,17057,34654,287,437,203,3
5473,SUBWAY,Shirely Quigley,Restaurant,"5550 LAWRENCE AVE E, Unit-11","5550 LAWRENCE AVE E, Unit-11","NA",3671486572,8572782837,sr@fmakl.zhm,"NA",Under 1 year,1-5 years,20,13,8,16,10,27,N,Y,N,N,Thai,N,Average,42,11,17,Y,"Lease, want to purchase",4121400,108040,4732407,23017,8555,3604,253,426,380,2
5474,SUBWAY,Justa Hamill,Restaurant,1888 O'CONNOR DR,1888 O'CONNOR DR,"NA",4251789432,7615821758,b@dezp.xrb,"NA",Under 1 year,Over 20 years,14,11,11,36,39,4,Y,Y,Y,N,Indian,N,High-end,120,11,18,Y,Lease,2885517,334384,4034068,31852,3235,24326,12,227,380,2
5475,SUBWAY,Karissa Ankunding,Restaurant,"1900 EGLINTON AVE E, Unit-E2","1900 EGLINTON AVE E, Unit-E2","NA",5412841456,1421823695,awgsbpnd@mtgh.oma,"NA",11-20 years,11-20 years,28,12,11,27,1,17,N,Y,Y,N,Mediterranean,Y,Average,44,10,18,N,Own,3877258,576987,712755,20660,15097,11884,273,74,207,3
5476,SUBWAY,Abby Stamm,Restaurant,"290 THE WEST MALL, Unit-15c","290 THE WEST MALL, Unit-15c","NA",8414838354,8155986342,nwxov@xtzrvd.hxr,"NA",1-5 years,1-5 years,18,21,7,38,9,16,Y,Y,N,N,Mexican,Y,Average,129,12,21,N,Own,1600539,514023,2532946,26319,14957,31170,191,79,192,3
5477,SUBWAY,Star Schroeder,Restaurant,"25 OVERLEA BLVD, Unit-7","25 OVERLEA BLVD, Unit-7","NA",1622689253,2813289634,uohsjzxc@gftbeco.piw,"NA",1-5 years,6-10 years,22,20,16,14,5,28,Y,N,N,Y,Indian,N,Average,131,9,18,Y,Lease,4086584,534509,3863009,13941,20320,4562,311,497,105,1
5478,SUBWAY,Melani Harris,Restaurant,173 CHURCH ST,173 CHURCH ST,"NA",3728747564,1298298495,lxh@bqicjp.hrc,"NA",11-20 years,1-5 years,21,9,1,33,27,13,Y,Y,N,N,Others,N,Average,74,10,22,N,Own,688082,956246,2029489,20787,10449,2418,259,158,386,1
5479,SUBWAY,Donte Rodriguez,Restaurant,531 PARLIAMENT ST,531 PARLIAMENT ST,"NA",6935262637,9569827568,lvnqbwhgxz@hbkew.tew,"NA",Over 20 years,1-5 years,25,4,28,39,2,12,Y,Y,Y,N,Mexican,Y,High-end,118,12,20,Y,Own,2197568,25081,4294522,13848,1499,36348,137,360,360,2
5480,SUBWAY,Ofelia Shanahan,Restaurant,45 WICKSTEED AVE,45 WICKSTEED AVE,"NA",3567364952,8919281952,vomutdy@fpj.dva,"NA",Under 1 year,11-20 years,5,25,5,32,19,7,Y,Y,Y,N,Thai,Y,Average,55,10,18,Y,Lease,1336752,327999,3145030,13620,4953,9588,64,8,227,1
5481,SUBWAY,Taneka Schowalter,Restaurant,247 SHEPPARD AVE E,247 SHEPPARD AVE E,"NA",5811928615,4925714157,ofcltdkr@lcm.dap,"NA",6-10 years,Over 20 years,13,9,15,10,1,11,Y,Y,N,N,Vietnamese,Y,Low-end,37,12,22,Y,Lease,3573131,742068,2277772,35121,2304,11587,94,418,7,1
5482,SUBWAY,Hosea Nolan,Restaurant,127 BREMNER BLVD,127 BREMNER BLVD,"NA",9861728475,6485795891,bau@fr.epd,"NA",Under 1 year,Under 1 year,29,18,21,20,20,39,Y,N,Y,N,Mediterranean,Y,Average,138,12,21,N,Lease,171751,863856,2837903,33857,20244,21382,101,240,402,1
5483,SUBWAY,Kennith Greenfelder,Restaurant,1207 KING ST W,1207 KING ST W,"NA",7636872697,8124982693,ghfumaeq@d.lqu,"NA",1-5 years,1-5 years,14,15,6,38,20,9,Y,Y,Y,N,Mediterranean,Y,High-end,95,10,18,Y,Lease,1732207,387821,381404,6898,22823,25067,315,385,355,1
5484,SUBWAY,Rupert Hansen,Restaurant,1159 DUNDAS ST W,1159 DUNDAS ST W,"NA",4738249674,5713195249,ghvzmcod@fltknp.xzb,"NA",11-20 years,Under 1 year,25,3,17,21,21,13,Y,Y,N,N,Greek,N,Low-end,28,9,22,N,Lease,3450890,24295,2894528,10803,5069,10400,387,129,289,2
5485,SUBWAY,Ollie Fay,Restaurant,605 ROGERS RD,605 ROGERS RD,"NA",3182651574,4633577158,rfse@xqzc.pcy,"NA",11-20 years,6-10 years,20,25,21,26,37,35,Y,Y,Y,N,Mediterranean,Y,Average,99,9,22,N,Own,1769064,417181,1399462,27920,1776,17003,454,4,406,2
5486,SUBWAY,Joey Hand,Restaurant,769 DUNDAS ST W,769 DUNDAS ST W,"NA",3973966527,4837848945,r@fjvicy.mwv,"NA",Over 20 years,Over 20 years,6,13,27,20,21,10,Y,Y,Y,N,American,N,Low-end,20,10,22,N,Lease,1627580,684782,3387026,9319,22654,21772,325,26,404,2
5487,SUBWAY,Dori Macejkovic,Restaurant,3009 KINGSTON RD,3009 KINGSTON RD,"NA",3657131269,5294621623,lvob@cdel.smb,"NA",11-20 years,1-5 years,10,25,18,16,6,3,Y,N,Y,N,Japanese,N,Average,68,12,17,Y,Lease,155497,519270,3261683,8719,11559,19403,184,470,357,3
5488,SUBWAY,Randolph Littel,Restaurant,"250 THE EAST MALL, Unit-213","250 THE EAST MALL, Unit-213","NA",5733873584,1236547165,jcpysl@fzvtg.umc,"NA",6-10 years,1-5 years,25,4,20,16,32,5,Y,Y,N,N,Greek,Y,Average,34,9,20,Y,Lease,4583691,230730,1819735,11571,8751,25311,389,309,138,3
5489,SUBWAY,Sunshine Okuneva,Restaurant,"26 WILLIAM KITCHEN RD, Unit-G3","26 WILLIAM KITCHEN RD, Unit-G3","NA",2688458432,7128154523,nlrweq@spafj.emi,"NA",6-10 years,1-5 years,10,19,15,19,2,3,Y,Y,N,N,Italian,Y,High-end,79,10,22,N,Own,871542,925099,4182731,8229,21706,7723,255,476,11,2
5490,SUBWAY,Marquita Mitchell,Restaurant,595 BAY ST,595 BAY ST,"NA",4872931734,4919757685,yvenhfjsok@zxbest.pyi,"NA",6-10 years,6-10 years,20,24,27,25,0,8,Y,N,N,N,Italian,Y,High-end,122,9,22,N,Lease,2943844,993710,311160,34729,24345,8219,255,65,252,1
5491,SUBWAY,Percy Buckridge,Restaurant,510 MOUNT PLEASANT RD,510 MOUNT PLEASANT RD,"NA",7967965329,1692981836,tfdqo@hsxvfclp.rce,"NA",1-5 years,Over 20 years,7,22,28,38,20,30,Y,Y,Y,N,Mediterranean,Y,High-end,52,12,19,Y,Own,2943034,794503,4814700,3817,5863,35060,484,25,461,2
5492,SUBWAY,Krista Fadel,Restaurant,1102 BAY ST,1102 BAY ST,"NA",3592742647,4837834162,tpyeu@dcysjnp.fbx,"NA",11-20 years,1-5 years,5,29,21,10,22,25,Y,N,N,N,Mexican,Y,Low-end,74,12,18,N,Lease,4869093,366472,3304244,34857,24990,31452,275,258,134,1
5493,SUBWAY,Frederic Bashirian,Restaurant,1029 KING ST W,1029 KING ST W,"NA",4821831234,5961532159,pswh@dohtukrzb.kpo,"NA",6-10 years,11-20 years,25,10,23,31,1,36,Y,N,N,N,Chinese,N,Low-end,21,9,19,N,Lease,2192310,362420,854162,37788,18540,13798,407,178,248,4
5494,SUBWAY,Sylvester Bechtelar,Restaurant,"3555 DON MILLS RD, Unit-6","3555 DON MILLS RD, Unit-6","NA",1748269735,5685732461,yphlugxn@ntiw.onw,"NA",11-20 years,6-10 years,6,6,29,11,29,20,N,Y,N,N,Chinese,N,Low-end,22,12,17,N,"Lease, want to purchase",2979085,677491,2848019,11422,5695,13840,95,389,422,2
5495,SUBWAY,Geraldo Ratke,Restaurant,250 DUNDAS ST W,250 DUNDAS ST W,"NA",4974971792,7943249127,hjubfdat@jfkypldawn.ier,"NA",Under 1 year,1-5 years,16,24,2,25,20,9,N,N,N,N,Italian,Y,Low-end,21,11,17,N,Own,1240511,515775,1267152,35559,13820,13281,215,55,223,4
5496,SUBWAY,Luvenia Batz,Restaurant,1171 BLOOR ST W,1171 BLOOR ST W,"NA",2473655842,6978319478,zjagqsxnt@klgca.idu,"NA",11-20 years,1-5 years,24,12,8,9,31,27,N,Y,Y,N,Others,Y,Average,80,11,21,N,Lease,2526504,623613,1456948,12240,4585,36815,399,254,268,4
5497,SUBWAY,Roy Crona,Restaurant,1123 LODESTAR RD,1123 LODESTAR RD,"NA",2936493617,8466748125,nsaxyrcf@ycrjvoq.rzu,"NA",1-5 years,Under 1 year,6,14,12,35,9,3,N,Y,Y,N,Vietnamese,N,Average,24,9,17,Y,Lease,1690191,965591,4103547,21375,5902,28806,241,132,453,4
5498,SUBWAY,Dong Beer,Restaurant,"615 MCCOWAN RD, Unit-3","615 MCCOWAN RD, Unit-3","NA",5973917268,8619857581,nfthiqupxw@yq.uac,"NA",11-20 years,Under 1 year,9,29,20,27,13,22,Y,Y,N,N,Japanese,N,Average,119,11,20,N,Own,3004943,703890,3997155,24344,17285,11703,481,447,296,2
5499,SUBWAY,Dane Kerluke,Restaurant,"300 YORK MILLS RD, Unit-2a","300 YORK MILLS RD, Unit-2a","NA",8949816937,4176898195,n@pmv.nfm,"NA",11-20 years,6-10 years,15,23,2,14,7,25,Y,N,Y,N,Italian,N,Low-end,27,9,18,Y,Own,2778862,130589,1181945,24311,8555,31790,190,400,177,1
5500,SUBWAY,Tessie Stiedemann,Restaurant,2395 EGLINTON AVE E,2395 EGLINTON AVE E,"NA",9276452397,3212189347,djxfgb@zgvaeuf.dew,"NA",Under 1 year,1-5 years,6,23,5,24,35,13,Y,N,Y,Y,Japanese,N,Average,93,9,22,Y,Own,4703750,896393,1498857,33047,15881,30813,54,429,261,3
5501,SUBWAY,Gerard Huel,Restaurant,3003 DANFORTH AVE,3003 DANFORTH AVE,"NA",6548477254,7121864869,rqy@jztl.jfs,"NA",Under 1 year,Under 1 year,25,6,27,36,7,14,Y,Y,N,N,Japanese,Y,Low-end,136,9,17,N,Own,1825455,409724,4210824,22691,17073,22360,293,11,218,3
5502,SUBWAY,Bertie Cartwright,Restaurant,2848 ELLESMERE RD,2848 ELLESMERE RD,"NA",5495793847,9142837384,xmwdyig@scjknl.csf,"NA",1-5 years,6-10 years,15,20,4,31,11,29,Y,Y,Y,N,Others,N,High-end,95,11,18,Y,Own,513670,333979,1970945,35541,17209,30320,136,97,141,2
5503,SUBWAY,Kassandra Murphy,Restaurant,"642 DIXON RD, Unit-2","642 DIXON RD, Unit-2","NA",7165643861,9144238593,qgjvmb@pbhdmgj.elc,"NA",6-10 years,6-10 years,21,15,10,25,5,34,Y,N,Y,N,Greek,N,Average,47,10,21,N,Lease,3902135,298050,965153,39996,13428,13135,313,418,219,1
5504,SUBWAY,Matthew Gleason,Restaurant,130 KING ST W,130 KING ST W,"NA",3723971648,8633152796,rkayob@pnl.lah,"NA",1-5 years,1-5 years,5,28,15,13,20,17,Y,N,N,N,Greek,N,Low-end,13,12,20,N,Lease,3482905,12018,4741170,33934,15534,35337,354,474,213,4
5505,SUBWAY,Milan Bogan,Restaurant,"20 EGLINTON AVE W, Unit-101","20 EGLINTON AVE W, Unit-101","NA",7832485421,7341794291,wbzc@qg.mxw,"NA",11-20 years,Over 20 years,10,1,26,18,18,31,Y,Y,N,N,Vietnamese,N,Average,135,11,18,N,Lease,402611,718654,2768211,2848,4079,8413,359,104,43,2
5506,SUBWAY,Jean Collier,Restaurant,"2084 LAWRENCE AVE E, Unit-A","2084 LAWRENCE AVE E, Unit-A","NA",9844865243,2858535324,nhjeqguf@hzidack.hix,"NA",1-5 years,Under 1 year,26,10,26,8,29,18,Y,Y,N,N,Mexican,N,Low-end,143,11,17,N,Own,506344,557272,2697332,5371,13091,27989,37,189,455,2
5507,SUBWAY,Faviola Wehner,Restaurant,"6714 KINGSTON RD, Unit-5","6714 KINGSTON RD, Unit-5","NA",4897651743,6955768361,mziqsodgj@jlkiedznr.mwi,"NA",1-5 years,1-5 years,29,10,7,14,32,6,Y,Y,Y,N,Vietnamese,Y,Average,68,12,17,N,Lease,4207630,485984,1066992,3945,3237,19032,317,58,168,4
5508,SUBWAY,Aundrea Nicolas,Restaurant,671 DANFORTH AVE,671 DANFORTH AVE,"NA",2615731243,3212741297,vqxka@atf.moj,"NA",Over 20 years,1-5 years,11,9,26,12,11,25,Y,N,Y,N,American,Y,Average,31,10,19,Y,Own,1361166,4845,4793483,23123,11718,23450,341,375,426,2
5509,SUBWAY,Mardell Kessler,Restaurant,"2035 SHEPPARD AVE E, 7","2035 SHEPPARD AVE E, 7","NA",6522795819,2167414632,fpscvdux@petcagkhvm.agv,"NA",Under 1 year,Under 1 year,14,22,6,9,12,7,N,Y,Y,N,Mexican,N,Average,138,11,17,N,Own,4052318,531266,2541751,14029,24237,30984,64,497,144,4
5510,SUBWAY,Reed Lynch,Restaurant,1489 BAYVIEW AVE,1489 BAYVIEW AVE,"NA",3712975681,1632132754,uxi@zfah.cle,"NA",1-5 years,1-5 years,5,9,25,15,6,3,Y,N,N,N,Vietnamese,N,Low-end,129,9,18,Y,Lease,3318332,705611,3990380,30809,6742,22599,300,302,195,2
